"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"2254","07034003-4009","07","Chiapas","034","Frontera Comalapa","003-4","009","53",246.4036,0,0,9,49,209.9089,2445677.0318,4.64912452830189,0,0,0.924528301886792,0.924528301886792
"2255","07034003-4010","07","Chiapas","034","Frontera Comalapa","003-4","010","321",1652.6086,0,118,10,78,307.4667,16401340.3346,5.14831339563863,0,0.367601246105919,0.242990654205607,0.610591900311526
"2256","07034003-4011","07","Chiapas","034","Frontera Comalapa","003-4","011","101",669.7007,0,1,11,41,271.8587,6646324.53891,6.6307,0,0.0099009900990099,0.405940594059406,0.415841584158416
"2257","07034003-4012","07","Chiapas","034","Frontera Comalapa","003-4","012","35",56.8575,0,0,12,23,37.3635,564285.615392,1.6245,0,0,0.657142857142857,0.657142857142857
"2258","07034003-4013","07","Chiapas","034","Frontera Comalapa","003-4","013","17",441.1738,0,2,26,6,155.7084,8756843.59676,51.9028,0,0.117647058823529,0.352941176470588,0.470588235294118
"2259","07034003-4014","07","Chiapas","034","Frontera Comalapa","003-4","014","167",260.5032,0,0,14,155,232.3723,2839913.87116,1.5598994011976,0,0,0.92814371257485,0.92814371257485
"2260","07034003-4015","07","Chiapas","034","Frontera Comalapa","003-4","015","174",191.1487,0,1,30,163,181.5173,3942764.36964,2.19711149425287,0,0.00574712643678161,0.936781609195402,0.942528735632184
"2261","07034004-9001","07","Chiapas","034","Frontera Comalapa","004-9","001","105",2265.4849,0,6,1,94,1861.2041,22487541.6181,21.5760466666667,0,0.0571428571428571,0.895238095238095,0.952380952380952
"2262","07034004-9002","07","Chiapas","034","Frontera Comalapa","004-9","002","188",148.1502,0,6,4,170,127.3742,3570546.96954,1.57606595744681,0,0.0319148936170213,0.904255319148936,0.936170212765957
"2263","07034004-9003","07","Chiapas","034","Frontera Comalapa","004-9","003","80",9.3159,0,0,3,50,4.3019,307538.06814,0.11644875,0,0,0.625,0.625
"2264","07034004-9004","07","Chiapas","034","Frontera Comalapa","004-9","004","74",143.5042,0,12,12,30,92.3402,5036060.13948,5.81773783783784,0,0.162162162162162,0.405405405405405,0.567567567567568
"2265","07034004-9005","07","Chiapas","034","Frontera Comalapa","004-9","005","6",73.7814,0,0,5,5,52.5888,732491.284666,12.2969,0,0,0.833333333333333,0.833333333333333
"2266","07034004-9006","07","Chiapas","034","Frontera Comalapa","004-9","006","44",1794.5018,0,8,12,29,787.9343,35625937.2172,81.5682636363636,0,0.181818181818182,0.659090909090909,0.840909090909091
"2267","07034004-9007","07","Chiapas","034","Frontera Comalapa","004-9","007","34",67.0122,0,2,7,30,26.5861,671486.430776,1.97094705882353,0,0.0588235294117647,0.882352941176471,0.941176470588235
"2268","07034004-9008","07","Chiapas","034","Frontera Comalapa","004-9","008","64",203.8044,0,4,8,54,169.3204,2219067.39643,3.18444375,0,0.0625,0.84375,0.90625
"2269","07034004-9009","07","Chiapas","034","Frontera Comalapa","004-9","009","24",35.4128,0,0,9,24,35.4128,409395.704571,1.47553333333333,0,0,1,1
"2270","07034004-9010","07","Chiapas","034","Frontera Comalapa","004-9","010","5",21.2771,0,0,10,4,19.48,211197.17426,4.25542,0,0,0.8,0.8
"2271","07034004-9011","07","Chiapas","034","Frontera Comalapa","004-9","011","16",387.109,0,1,11,14,354.1565,3842206.76314,24.1943125,0,0.0625,0.875,0.9375
"2272","07034004-9012","07","Chiapas","034","Frontera Comalapa","004-9","012","117",402.0062,0,5,12,107,378.474,4103118.44054,3.43595042735043,0,0.0427350427350427,0.914529914529915,0.957264957264957
"2273","07034004-9013","07","Chiapas","034","Frontera Comalapa","004-9","013","43",148.1827,0,1,13,31,132.5927,1490716.16076,3.44610930232558,0,0.0232558139534884,0.720930232558139,0.744186046511628
"2274","07034004-9014","07","Chiapas","034","Frontera Comalapa","004-9","014","3",238.7778,0,0,14,3,238.7778,2369953.83541,79.5926,0,0,1,1
"2275","07034004-9016","07","Chiapas","034","Frontera Comalapa","004-9","016","22",12.7352,0,0,16,22,12.7352,126408.496852,0.578872727272727,0,0,1,1
"2276","07034004-9017","07","Chiapas","034","Frontera Comalapa","004-9","017","1",50.3029,0,0,0,0,0,0,0,0,0,0,0
"2277","07034005-3002","07","Chiapas","034","Frontera Comalapa","005-3","002","19",202.9979,0,3,2,1,10.1126,2014884.234,10.6841,0,0.157894736842105,0.0526315789473684,0.210526315789474
"2278","07034005-3003","07","Chiapas","034","Frontera Comalapa","005-3","003","160",3929.616,0,85,3,75,1842.0075,38997931.855,24.5601,0,0.53125,0.46875,1
"2279","07034005-3005","07","Chiapas","034","Frontera Comalapa","005-3","005","10",157.4976,4,0,5,5,4.138,1562676.73371,15.74976,0.4,0,0.5,0.9
"2280","07034005-3006","07","Chiapas","034","Frontera Comalapa","005-3","006","14",25.0023,0,2,6,11,17.1187,248754.723358,1.78587857142857,0,0.142857142857143,0.785714285714286,0.928571428571429
"2281","07034005-3007","07","Chiapas","034","Frontera Comalapa","005-3","007","643",2209.9669,61,211,14,320,923.4959,45211798.067,6.87392503888025,0.0948678071539658,0.328149300155521,0.497667185069984,0.920684292379471
"2282","07034005-3009","07","Chiapas","034","Frontera Comalapa","005-3","009","256",1030.4974,0,93,9,93,329.2686,10918035.8767,4.02538046875,0,0.36328125,0.36328125,0.7265625
"2283","07034005-3011","07","Chiapas","034","Frontera Comalapa","005-3","011","27",730.7523,0,3,11,19,514.2331,7251141.3144,27.0649,0,0.111111111111111,0.703703703703704,0.814814814814815
"2284","07034005-3014","07","Chiapas","034","Frontera Comalapa","005-3","014","48",670.3439,0,25,14,17,293.967,6651283.24567,13.9654979166667,0,0.520833333333333,0.354166666666667,0.875
"2285","07034005-3015","07","Chiapas","034","Frontera Comalapa","005-3","015","51",77.6159,9,2,15,27,40.4528,779225.734162,1.52188039215686,0.176470588235294,0.0392156862745098,0.529411764705882,0.745098039215686
"2286","07034005-3016","07","Chiapas","034","Frontera Comalapa","005-3","016","64",267.2737,0,17,48,46,57.3425,7994195.38098,12.5284546875,0,0.265625,0.71875,0.984375
"2287","07034005-3017","07","Chiapas","034","Frontera Comalapa","005-3","017","36",218.9233,0,5,17,25,132.8214,2172177.8154,6.08120277777778,0,0.138888888888889,0.694444444444444,0.833333333333333
"2288","07034005-3019","07","Chiapas","034","Frontera Comalapa","005-3","019","166",261.2179,2,37,19,97,127.8339,2616117.92232,1.57360180722892,0.0120481927710843,0.22289156626506,0.58433734939759,0.819277108433735
"2289","07034005-3020","07","Chiapas","034","Frontera Comalapa","005-3","020","35",77.5741,0,0,20,33,68.9362,824026.809422,2.21640285714286,0,0,0.942857142857143,0.942857142857143
"2290","07034005-3021","07","Chiapas","034","Frontera Comalapa","005-3","021","18",51.1663,0,4,21,8,20.5523,507637.359804,2.84257222222222,0,0.222222222222222,0.444444444444444,0.666666666666667
"2291","07034006-8001","07","Chiapas","034","Frontera Comalapa","006-8","001","157",128.8028,0,107,1,3,2.4612,1278269.1929,0.8204,0,0.681528662420382,0.0191082802547771,0.700636942675159
"2292","07034006-8002","07","Chiapas","034","Frontera Comalapa","006-8","002","78",311.4493,0,1,4,64,176.6198,6181919.29578,7.98587948717949,0,0.0128205128205128,0.82051282051282,0.833333333333333
"2293","07034006-8003","07","Chiapas","034","Frontera Comalapa","006-8","003","176",2436.72,0,54,3,47,650.715,24179074.2808,13.845,0,0.306818181818182,0.267045454545455,0.573863636363636
"2294","07034006-8005","07","Chiapas","034","Frontera Comalapa","006-8","005","45",1331.2254,0,27,5,18,145.1743,13210745.7138,29.5827866666667,0,0.6,0.4,1
"2295","07034006-8006","07","Chiapas","034","Frontera Comalapa","006-8","006","45",913.7378,0,2,6,19,412.2601,9066940.84861,20.3052844444444,0,0.0444444444444444,0.422222222222222,0.466666666666667
"2296","07034006-8007","07","Chiapas","034","Frontera Comalapa","006-8","007","39",1780.0185,0,0,7,8,365.132,17663806.2117,45.6415,0,0,0.205128205128205,0.205128205128205
"2297","07034006-8008","07","Chiapas","034","Frontera Comalapa","006-8","008","44",1310.5317,0,0,16,22,686.345,26005658.2704,59.5696227272727,0,0,0.5,0.5
"2298","07034006-8009","07","Chiapas","034","Frontera Comalapa","006-8","009","27",159.3081,0,12,9,9,53.1027,1580681.04688,5.9003,0,0.444444444444444,0.333333333333333,0.777777777777778
"2299","07034006-8010","07","Chiapas","034","Frontera Comalapa","006-8","010","16",393.6912,0,11,10,3,73.8171,3906069.73998,24.6057,0,0.6875,0.1875,0.875
"2300","07034007-2001","07","Chiapas","034","Frontera Comalapa","007-2","001","29",1057.6999,1,0,1,23,708.1259,10496880.3685,36.4724103448276,0.0344827586206897,0,0.793103448275862,0.827586206896552
"2301","07034007-2003","07","Chiapas","034","Frontera Comalapa","007-2","003","7",1015.5033,0,6,3,1,145.0719,10077399.5298,145.0719,0,0.857142857142857,0.142857142857143,1
"2302","07034007-2004","07","Chiapas","034","Frontera Comalapa","007-2","004","529",2515.9564,3,121,12,311,747.7935,77444436.7065,14.2681837429112,0.0056710775047259,0.228733459357278,0.587901701323251,0.822306238185255
"2303","07034007-2006","07","Chiapas","034","Frontera Comalapa","007-2","006","9",507.867,0,3,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333
"2304","07034007-2008","07","Chiapas","034","Frontera Comalapa","007-2","008","27",389.5369,0,25,8,2,9.4898,3864933.3306,14.4272925925926,0,0.925925925925926,0.0740740740740741,1
"2305","07034007-2009","07","Chiapas","034","Frontera Comalapa","007-2","009","71",1041.0673,3,22,9,31,507.1988,10329020.9428,14.6629197183099,0.0422535211267606,0.309859154929577,0.436619718309859,0.788732394366197
"2306","07034007-2010","07","Chiapas","034","Frontera Comalapa","007-2","010","53",588.1881,0,5,10,37,418.1899,5835121.26119,11.0978886792453,0,0.0943396226415094,0.69811320754717,0.792452830188679
"2307","07034007-2011","07","Chiapas","034","Frontera Comalapa","007-2","011","6",34.8192,0,5,0,0,0,0,0,0,0.833333333333333,0,0.833333333333333
"2308","07034008-7001","07","Chiapas","034","Frontera Comalapa","008-7","001","221",2443.1044,0,5,2,172,1339.7253,48474576.9484,22.109542081448,0,0.0226244343891403,0.778280542986425,0.800904977375566
"2309","07034008-7002","07","Chiapas","034","Frontera Comalapa","008-7","002","275",248.9231,0,69,2,133,109.9378,2644434.08144,0.905174909090909,0,0.250909090909091,0.483636363636364,0.734545454545455
"2310","07034008-7004","07","Chiapas","034","Frontera Comalapa","008-7","004","62",744.3165,0,12,4,38,450.5912,7385044.98568,12.0051048387097,0,0.193548387096774,0.612903225806452,0.806451612903226
"2311","07034008-7005","07","Chiapas","034","Frontera Comalapa","008-7","005","92",162.8611,0,7,5,44,70.9068,1646681.40119,1.77022934782609,0,0.0760869565217391,0.478260869565217,0.554347826086957
"2312","07034008-7006","07","Chiapas","034","Frontera Comalapa","008-7","006","394",603.6798,11,90,24,200,283.5673,26540889.80304,6.12872893401015,0.0279187817258883,0.228426395939086,0.50761421319797,0.763959390862944
"2313","07034008-7007","07","Chiapas","034","Frontera Comalapa","008-7","007","131",291.3213,0,51,14,71,124.3667,5862824.19942,4.4476534351145,0,0.389312977099237,0.541984732824427,0.931297709923664
"2314","07034008-7008","07","Chiapas","034","Frontera Comalapa","008-7","008","64",339.3481,0,8,8,33,50.1845,3366506.40477,5.3023140625,0,0.125,0.515625,0.640625
"2315","07034008-7009","07","Chiapas","034","Frontera Comalapa","008-7","009","111",173.8411,0,10,36,80,109.4772,6927462.19396,6.26454414414414,0,0.0900900900900901,0.720720720720721,0.810810810810811
"2316","07034008-7010","07","Chiapas","034","Frontera Comalapa","008-7","010","582",2238.83,0,68,50,440,1076.8438,120815198.178,19.2339347079038,0,0.116838487972509,0.756013745704467,0.872852233676976
"2317","07034008-7011","07","Chiapas","034","Frontera Comalapa","008-7","011","49",733.344,0,1,11,42,634.037,7255594.2744,14.9662040816327,0,0.0204081632653061,0.857142857142857,0.877551020408163
"2318","07034008-7012","07","Chiapas","034","Frontera Comalapa","008-7","012","33",127.3668,0,4,12,12,46.3152,1263508.79536,3.8596,0,0.121212121212121,0.363636363636364,0.484848484848485
"2319","07034008-7013","07","Chiapas","034","Frontera Comalapa","008-7","013","308",1392.958,0,21,52,257,382.4855,55309332.7484,18.0903636363636,0,0.0681818181818182,0.834415584415584,0.902597402597403
"2320","07034008-7014","07","Chiapas","034","Frontera Comalapa","008-7","014","138",328.8575,0,14,42,56,135.7486,9952145.68446,7.14907608695652,0,0.101449275362319,0.405797101449275,0.507246376811594
"2321","07034008-7015","07","Chiapas","034","Frontera Comalapa","008-7","015","10",199.683,0,0,30,7,139.7781,3960951.50286,39.9366,0,0,0.7,0.7
"2322","07034008-7016","07","Chiapas","034","Frontera Comalapa","008-7","016","142",505.2172,0,0,16,142,505.2172,5010701.02872,3.5578676056338,0,0,1,1
"2323","07034008-7017","07","Chiapas","034","Frontera Comalapa","008-7","017","18",74.3939,0,2,17,6,20.4567,889418.016747,4.13299444444444,0,0.111111111111111,0.333333333333333,0.444444444444444
"2324","07034008-7018","07","Chiapas","034","Frontera Comalapa","008-7","018","4",21.3368,0,0,18,4,21.3368,211619.43081,5.3342,0,0,1,1
"2325","07034008-7020","07","Chiapas","034","Frontera Comalapa","008-7","020","97",395.1351,0,31,60,58,115.4805,13049350.22268,12.2206731958763,0,0.319587628865979,0.597938144329897,0.917525773195876
"2326","07034008-7021","07","Chiapas","034","Frontera Comalapa","008-7","021","5",11.9665,0,2,21,1,0.2632,118714.519623,2.3933,0,0.4,0.2,0.6
"2327","07034009-1001","07","Chiapas","034","Frontera Comalapa","009-1","001","31",481.8888,0,12,1,6,93.2688,4780653.6784,15.5448,0,0.387096774193548,0.193548387096774,0.580645161290323
"2328","07034009-1002","07","Chiapas","034","Frontera Comalapa","009-1","002","267",949.9623,0,37,4,173,464.875,19180660.71268,7.11582247191011,0,0.138576779026217,0.647940074906367,0.786516853932584
"2329","07034009-1003","07","Chiapas","034","Frontera Comalapa","009-1","003","12",79.7772,0,2,3,7,46.5367,791466.948891,6.6481,0,0.166666666666667,0.583333333333333,0.75
"2330","07034009-1004","07","Chiapas","034","Frontera Comalapa","009-1","004","61",106.0241,0,0,4,48,83.4288,1051855.40206,1.7381,0,0,0.786885245901639,0.786885245901639
"2331","07034009-1005","07","Chiapas","034","Frontera Comalapa","009-1","005","13",250.2435,0,8,5,3,57.7485,2482768.02939,19.2495,0,0.615384615384615,0.230769230769231,0.846153846153846
"2332","07034009-1006","07","Chiapas","034","Frontera Comalapa","009-1","006","70",3593.023,0,24,12,38,1950.4982,71236219.4858,102.6578,0,0.342857142857143,0.542857142857143,0.885714285714286
"2333","07034009-1007","07","Chiapas","034","Frontera Comalapa","009-1","007","7",101.0885,0,0,0,0,0,0,0,0,0,0,0
"2334","07034009-1009","07","Chiapas","034","Frontera Comalapa","009-1","009","36",495.4356,0,1,18,35,481.6735,9828217.7596,27.5242,0,0.0277777777777778,0.972222222222222,1
"2335","07034009-1010","07","Chiapas","034","Frontera Comalapa","009-1","010","201",1385.1368,0,45,30,147,1022.5555,41215822.6005,20.6736835820896,0,0.223880597014925,0.73134328358209,0.955223880597015
"2336","07034009-1011","07","Chiapas","034","Frontera Comalapa","009-1","011","425",1348.2673,1,108,55,266,517.7786,73849041.975,15.8619682352941,0.00235294117647059,0.254117647058824,0.625882352941176,0.882352941176471
"2337","07034009-1012","07","Chiapas","034","Frontera Comalapa","009-1","012","103",496.4117,0,14,24,63,238.8878,9847076.70612,9.63906213592233,0,0.135922330097087,0.611650485436893,0.74757281553398
"2338","07034009-1013","07","Chiapas","034","Frontera Comalapa","009-1","013","15",47.5155,0,0,26,15,47.5155,942555.214992,6.3354,0,0,1,1
"2339","07035001-2001","07","Chiapas","035","Frontera Hidalgo","001-2","001","156",568.8384,0,4,4,40,145.856,22471188.5758,14.5856,0,0.0256410256410256,0.256410256410256,0.282051282051282
"2340","07035001-2002","07","Chiapas","035","Frontera Hidalgo","001-2","002","72",842.7606,0,8,8,55,686.646,33290375.14644,46.8200333333333,0,0.111111111111111,0.763888888888889,0.875
"2341","07035001-2003","07","Chiapas","035","Frontera Hidalgo","001-2","003","182",1071.715,0,21,12,127,476.9172,42332803.0704,23.5541758241758,0,0.115384615384615,0.697802197802198,0.813186813186813
"2342","07035001-2004","07","Chiapas","035","Frontera Hidalgo","001-2","004","16",377.0421,1,4,4,10,152.641,3723147.47663,23.56513125,0.0625,0.25,0.625,0.9375
"2343","07035001-2005","07","Chiapas","035","Frontera Hidalgo","001-2","005","44",644.3863,0,9,15,25,387.0656,19088050.25844,43.9354295454545,0,0.204545454545455,0.568181818181818,0.772727272727273
"2344","07035001-2006","07","Chiapas","035","Frontera Hidalgo","001-2","006","111",687.1314,0,21,18,51,311.7991,20354308.75092,18.5711189189189,0,0.189189189189189,0.459459459459459,0.648648648648649
"2345","07035001-2007","07","Chiapas","035","Frontera Hidalgo","001-2","007","386",1272.1533,1,59,14,188,552.2001,27871922.3802,6.59146787564767,0.00259067357512953,0.152849740932642,0.487046632124352,0.642487046632124
"2346","07035001-2008","07","Chiapas","035","Frontera Hidalgo","001-2","008","23",510.4788,0,7,24,16,362.1204,15120934.42407,66.5841913043478,0,0.304347826086957,0.695652173913043,1
"2347","07035001-2009","07","Chiapas","035","Frontera Hidalgo","001-2","009","21",452.5482,0,1,9,20,447.4079,4467965.61376,21.5499142857143,0,0.0476190476190476,0.952380952380952,1
"2348","07035001-2010","07","Chiapas","035","Frontera Hidalgo","001-2","010","1",701.9799,0,0,10,1,701.9799,6930560.46398,701.9799,0,0,1,1
"2349","07035001-2011","07","Chiapas","035","Frontera Hidalgo","001-2","011","87",355.3027,0,12,22,54,191.3624,7407022.23592,8.16787816091954,0,0.137931034482759,0.620689655172414,0.758620689655172
"2350","07035001-2013","07","Chiapas","035","Frontera Hidalgo","001-2","013","18",598.4245,0,0,13,16,594.7225,5907484.48766,33.2458055555556,0,0,0.888888888888889,0.888888888888889
"2351","07035001-2014","07","Chiapas","035","Frontera Hidalgo","001-2","014","42",364.796,0,5,28,35,306.4752,7584552.56112,17.3712380952381,0,0.119047619047619,0.833333333333333,0.952380952380952
"2352","07035001-2015","07","Chiapas","035","Frontera Hidalgo","001-2","015","50",751.325,0,5,30,25,375.6625,14833836.95238,30.053,0,0.1,0.5,0.6
"2353","07036001-A001","07","Chiapas","036","La Grandeza","001-A","001","3",89.1954,0,0,0,0,0,0,0,0,0,0,0
"2354","07036001-A002","07","Chiapas","036","La Grandeza","001-A","002","171",1185.3302,0,0,4,136,815.8085,23499651.174,13.8635111111111,0,0,0.795321637426901,0.795321637426901
"2355","07036001-A003","07","Chiapas","036","La Grandeza","001-A","003","672",1985.5021,0,0,6,526,1562.9633,39834614.2082,5.90923244047619,0,0,0.782738095238095,0.782738095238095
